rating	date	variation	verified_reviews	feedback
5	29-Jul-18	Heather Gray Fabric 	"Love these,  great sound... easy to connect and use..."	1
5	29-Jul-18	Charcoal Fabric 	"Doesn't work with my fairly new smart TV, but that's mainly the TV manufacturers(LG) fault due to not supporting anything older than TVs from this year. My smart locks also need an additional piece of equipment in order to connect as well. Speakers sound great and works very well."	1
5	29-Jul-18	Charcoal Fabric 	Great sound from a little speaker	1
5	29-Jul-18	Charcoal Fabric 	We enjoy it	1
5	29-Jul-18	Sandstone Fabric 	 	1
5	29-Jul-18	Heather Gray Fabric 	Cool	1
4	29-Jul-18	Charcoal Fabric 	"Good quality, great sound quality"	1
5	29-Jul-18	Charcoal Fabric 	Works perfectly	1
4	29-Jul-18	Heather Gray Fabric 	"Great product. Sometimes Alexa does not understand some commands for my Fire TV. All in all, this is a fabulous speaker."	1
4	29-Jul-18	Charcoal Fabric 	Love my Echo great sound very smart!	1
5	29-Jul-18	Heather Gray Fabric 	Sure did !! Love it !!	1
5	29-Jul-18	Charcoal Fabric 	plays great	1
5	29-Jul-18	Charcoal Fabric 	Works absolutely great	1
5	29-Jul-18	Charcoal Fabric 	Very amazing product. Great sound quality.	1
5	29-Jul-18	Charcoal Fabric 	Best thing I've invested in in a while thank you so much 😁😁😁😁	1
5	29-Jul-18	Charcoal Fabric 	"I am extremely impressed with this item. Bought it from the &#34;warehouse&#34; or &#34;outlet&#34; with a &#34;minor imperfection. Can't tell it even has one. works great. Didn't come in packaging, but it was sealed up and had no damage and wasn't missing anything. I like the sound quality, I see some knock it. It's not a BOSE but it's more than great for our family. Easy to use, minor learning curve as it learns your voice. It integrates seamlessly with my other amazon services.Can't wait to get for my classroom too! It's a lot of fun even just as a speaker, let alone what I plan to do with it."	1
5	29-Jul-18	Sandstone Fabric 	"I love my Echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!"	1
5	29-Jul-18	Sandstone Fabric 	"Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!"	1
2	29-Jul-18	Sandstone Fabric 	"I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again."	0
5	29-Jul-18	Charcoal Fabric 	I like everything about it !!!	1
5	29-Jul-18	Heather Gray Fabric 	Liked 100%	1
5	29-Jul-18	Charcoal Fabric 	Never had ANY issue with buying use electronics as long as I get the GOOD or LIKE NEW. Just read the comment to see why it is used.	1
5	29-Jul-18	Charcoal Fabric 	Our family really loves this new Echo	1
5	29-Jul-18	Heather Gray Fabric 	bought for my wife she loves it	1
5	29-Jul-18	Charcoal Fabric 	Fun just got it today now my I pod will go in my car and I will use this is the house.	1
4	29-Jul-18	Sandstone Fabric 	Like it to do more	1
5	29-Jul-18	Sandstone Fabric 	"This is our third echo. Worth every penny. It's like having 3 household employees for a small flat rate. We keep them in the bedrooms and the living room. We can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc."	1
5	29-Jul-18	Charcoal Fabric 	Listen music and set timer	1
5	29-Jul-18	Sandstone Fabric 	I received the echo in perfect condition. The device was easy to set up and responds quickly and without any issues. Alexa is a great addition to our family!	1
5	29-Jul-18	Charcoal Fabric 	Good sound. Like it for music and scheduling. Like that i can get random thoughts recorded while I think about them. The jokes are cute!	1
5	29-Jul-18	Charcoal Fabric 	Purchased this for myself and am just beginning to learn all that it can do.  So far am very pleased and amazed at the different actions it can perform.  Am enjoying it and looking forward to learning more about other options it provides.	1
5	29-Jul-18	Sandstone Fabric 	"This echo is just as great as my others, even though it is smaller."	1
5	29-Jul-18	Charcoal Fabric 	Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!	1
3	29-Jul-18	Charcoal Fabric 	"I bought this to replace a &#34;Dot&#34; in my living room. Speaker is slightly better. It hears me better over the TV. Unfortunately, it doesn't understand or respond to my requests as well as the Dot. I frequently have to request 2 or 3 times to get it to do what I want. The Dot usually does exactly what I want on the first request. I don't consider it an upgrade."	1
5	29-Jul-18	Charcoal Fabric 	"I have had all good experience, so far with the second generation Echo. There are so many more things to learn, but I have not had the time yet. Right now, I am mostly enjoying the music, weather updates, using the alarm feature, and her personality. I have also purchased some mini smart socket yes. I am very excited to begin using them"	1
5	29-Jul-18	Charcoal Fabric 	"I’m having trouble connecting my tv to it, but I’m not exactly tech smart. I’m sure one of my grandsons will figure it out for me. So far I’ve been using it mostly for music."	1
5	29-Jul-18	Charcoal Fabric 	Simply love my Echo. I hardly watch any TV at all anymore. I'm too busy listening to music. Speaker is pretty goo for its size. All the fun skills really make the echo fun for my whole family.	1
5	29-Jul-18	Charcoal Fabric 	Enjoyed entire echo experience	1
4	29-Jul-18	Charcoal Fabric 	Easy to set up.	1
4	29-Jul-18	Charcoal Fabric 	"The Echo is an amazing device.  Many times it seems very intuitive.  But at other times I ask for something that seems clear and simple and get no result.  Installation was fairly straightforward, but I messed up several times simply because I thought a step was complete when it wasn't.  This actually made me lose ground until I figured that out.  My advice is to be patient; the app will let you know when you can move on to the next step.My biggest issue of the moment is that we have several Echo devices in our home and I would like to use them as intercoms (which I am told can be done).  However, I can't make any of the Echos aware of the others existence.  When I ask Alexa how to do this she answers about instructions how to change her name.  I know this is likely my fault, but I would think the designers would anticipate this and make it easier to find the needed instructions.  A small deal for many device savvy people, but a challenge for me."	1
5	29-Jul-18	Heather Gray Fabric 	We are loving Ours very much	1
5	29-Jul-18	Heather Gray Fabric 	"I have the original Alexa and the Tap and so far the 2nd generation is the best. I'm happy to see they are making improvements with each new one.It would be great to have updates to our little A.I.'s, I think it would help out a lot with the bugs in it. All in all I am very happy with her and I can now play music throughout the whole house and adjust the bass and treble. Thank you"	1
5	29-Jul-18	Charcoal Fabric 	"Very pleased with the Echo 2nd Generation. It is so nice to have Alexa available for music, weather, news, and probably a lot more we haven’t discovered."	1
4	29-Jul-18	Heather Gray Fabric 	"I am pleasantly surprised by the sound quality of the Echo. If you are a big fan of deep bass, this might not be sufficient for you though. The potential to control your home is an option I will explore more as I evolve my home into a ""smart home"". The voice recognition is very impressive. It is stylish and fun. I have no regrets with this purchase. It is great for technically changes people. Ask it to play a song or a movie and it responds instantly. If you have an elderly loved one, this would be a great gift. Once connected to wifi, it is very simple to use.  If you want unlimited music control, be sure to have amazon prime or premium spotify and you will be blown away with your personal dj! You can even have conversations with the echo. I am not embarrassed to say, that echo has made me laugh a couple times when I ask it to tell me a joke. It tells me where my packages are since I am an amazon prime addict, it comes in extremely  handy!"	1
5	29-Jul-18	Heather Gray Fabric 	Easy to setup. Love all the things she does.	1
5	29-Jul-18	Heather Gray Fabric 	Have Alexa throughout the house----the future has arrived!	1
5	29-Jul-18	Charcoal Fabric 	"I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!"	1
5	29-Jul-18	Sandstone Fabric 	Arrived as expected.	1
5	29-Jul-18	Charcoal Fabric 	"Bought this a few weeks ago -  everything about this product is excellent !!!!! Don't forget to buy a charger when ordering, it's a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard."	1
4	29-Jul-18	Charcoal Fabric 	Terrific	1
5	29-Jul-18	Oak Finish 	Love my Echo	1
5	29-Jul-18	Charcoal Fabric 	It’s smaller than the original. Looks nicer too.	1
5	29-Jul-18	Heather Gray Fabric 	Works great!	1
5	29-Jul-18	Charcoal Fabric 	"My husband and I are what I would call &#34;late adopters&#34; when it come to technology, but we decide we would try and Echo to serve primarily as a music source.  Wow, were we amazed and the great sound!  We've also been having a great time listening to all of our favorite songs buy just asking Alexa.  I may even buy one for my elderly Dad - I think he will enjoy having one to listen to music or even place his calls to us!"	1
5	29-Jul-18	Charcoal Fabric 	"I really have enjoyed it.  Changing the Directv channels, plays iHeartRadio and Pandora , adjusts the ac thermostat and turns the living room lights and outside lights."	1
5	29-Jul-18	Charcoal Fabric 	I have been wanting one of these for a while now.  Bought on Prime Day and absolutely love it.	1
5	29-Jul-18	Charcoal Fabric 	We are so glad that we got the Echo over a Bluetooth speaker. Alexa does so much more stuff than other non smart speakers out there. I personally love the timer feature. It has helped me with cooking multiple things simultaneously. Pandora integration is another feature that I use daily. So happy with out Prime Day purchase. I will get the Echo hub and a few more Echo dots in the future.	1
5	29-Jul-18	Charcoal Fabric 	See subject line.  Love it	1
5	29-Jul-18	Heather Gray Fabric 	Love it!	1
5	29-Jul-18	Heather Gray Fabric 	Very easy setup.	1
5	29-Jul-18	Heather Gray Fabric 	"I was hesitant to buy the echo because I have the echo Dot and it seems good enough. The echo is the same except the sound quality, which I really didn't feel I needed. However, I am so glad I got it. What a difference! The sound really is far superior to the Echo Dot! Now I can listen to The Greatest Showman with a little more power!"	1
5	29-Jul-18	Sandstone Fabric 	Sound quality is great. Still learning about all the different things I can do with it. FUN!!!	1
5	29-Jul-18	Charcoal Fabric 	Got a good deal and works great with Prime.  Setup was a bit of a pain but more the fault of crappy internet service.  Has worked great with nice sound from small speaker.	1
5	29-Jul-18	Charcoal Fabric 	I love it!!	1
5	29-Jul-18	Charcoal Fabric 	Works great! Perfect for my office!	1
5	29-Jul-18	Heather Gray Fabric 	Love it--- have one inside house and one by our pool now . Just as good as Bose speakers around house -	1
5	29-Jul-18	Sandstone Fabric 	easy to use--amazing	1
5	29-Jul-18	Charcoal Fabric 	Nice product A+	1
5	29-Jul-18	Charcoal Fabric 	We love our Echo! We were totally amazed at the speaker quality. Only bummed we didn’t buy two since we got it on Prime day!	1
5	29-Jul-18	Sandstone Fabric 	Very responsive. Great sound quality for its size.	1
5	29-Jul-18	Charcoal Fabric 	It's so efficient and amazing!  How COOL!  We all use it often every day...	1
4	29-Jul-18	Charcoal Fabric 	"I’m impressed with the quality of sound that the Echo has, it’s definitely comparable to my Bose Mini. I only gave 4 stars because I can’t use my Apple Music account."	1
5	29-Jul-18	Charcoal Fabric 	Technology in such a small device. The price was good too! The sound is amazing! A must have feature for any home!	1
5	29-Jul-18	Charcoal Fabric 	Mainly use it for the music but I’m learning more all the time.  Really nothing bad to say about it	1
5	29-Jul-18	Charcoal Fabric 	"I replaced my 1st gen, was concerned about a smaller unit not having the same sound...I was wrong.  If anything it's the same volume, and more clear.  Good product."	1
5	29-Jul-18	Charcoal Fabric 	Great addition to my Echo Plus!	1
5	29-Jul-18	Charcoal Fabric 	the best	1
5	29-Jul-18	Heather Gray Fabric 	Love the feature to play music in every room with multiple Echos.	1
5	29-Jul-18	Heather Gray Fabric 	I love Alexa!  I am surprised how much I use her.	1
5	29-Jul-18	Charcoal Fabric 	I use this product for enjoyment and I just love it	1
5	29-Jul-18	Sandstone Fabric 	Easy to use and has great sound...It was a great purchase at a great price.	1
5	29-Jul-18	Charcoal Fabric 	Very easy to set up and have no issues.	1
5	29-Jul-18	Charcoal Fabric 	This unit add much pleasure to our Echo Plus.  We now can have music and information through our home. (or just in one room)	1
4	29-Jul-18	Heather Gray Fabric 	It's extremely useful in simple things like spotify and audible and things like that but sometimes it doesn't answer everything I ask but it's still nice to use.	1
2	29-Jul-18	Charcoal Fabric 	Too difficult to set up.  It keeps timing out before you can enter the password	0
5	29-Jul-18	Charcoal Fabric 	"Just getting use to using the Echo. Used it for shopping lists, listening to music and as a timer. Working great so far."	1
5	29-Jul-18	Heather Gray Fabric 	Very cool and lots of fun! Used for a week and still learning its capabilities.	1
5	29-Jul-18	Heather Gray Fabric 	"Love it, love it!!!!!!!!"	1
5	29-Jul-18	Heather Gray Fabric 	Love it but having a hard time setting up all the apps	1
5	29-Jul-18	Charcoal Fabric 	I use it in my office and another at my apartment for music and information	1
4	29-Jul-18	Sandstone Fabric 	"it's great for music, a little hard to figure out how it works."	1
5	29-Jul-18	Charcoal Fabric 	"This was given to my 7 year at the time as a birthday gift from his dad. He loves it, ask Alexa anything she has the answer, plus it’s good for homework. So I purchased one on prime day for my bathroom for when I’m getting ready for work. I listen to music at 4am and the base it’s metro booming.. Replacement for my clock radio, plus I have the echo dot on my night stand as my alarm clock.."	1
5	29-Jul-18	Sandstone Fabric 	"Very impressed with look, clarity of sound and color."	1
5	29-Jul-18	Charcoal Fabric 	Alexa is amazing! Great speaker.	1
5	29-Jul-18	Sandstone Fabric 	"Still getting used to Alexa, don't have her connected to our TV yet or other things right now use her for music and information, which she is great!!"	1
5	29-Jul-18	Charcoal Fabric 	"Works and sounds great! My house is barely 1100sf, and I have this sitting on my kitchen counter. I can hear it, and speak to it from any room. Lots of functionality still to discover."	1
5	29-Jul-18	Charcoal Fabric 	"I have had pure fun with my echo.  Weather, jokes, news briefing, and music but still so much more to use it for.  A lot of fun for the money."	1
5	29-Jul-18	Charcoal Fabric 	Use this all the time and especially to communicate with kids throughout the home	1
5	29-Jul-18	Charcoal Fabric 	"Love it, still learning, makes a lot of things easier, like if you forget to turn a light off and your in another room all you do is ask Alexa to turn the light off."	1
5	29-Jul-18	Heather Gray Fabric 	Bought this for my daughter when she turned 9.  She loves it!!  I especially like the calling feature since she doesn’t have a cell phone.  She loves playing music and dancing and with Amazon music she can play all her favorite songs ...... sometimes over and over and over again lol!	1
5	29-Jul-18	Charcoal Fabric 	We got this as a wedding gift and haven’t discovered all of its features yet. Will update. Playing music is great though!	1
5	29-Jul-18	Charcoal Fabric 	I am impressed with the sound quality.	1
5	29-Jul-18	Charcoal Fabric 	"Very pleased with my purchase of Echo Smart Speaker - love the fact that I can play music of different genre's whenever I want.Had some trouble at first with the WI FI, but it is now working."	1
5	29-Jul-18	Charcoal Fabric 	"My  wife & I enjoy the ease of playing our music. The games are fun & entertaining, I look forward to adding more smart products to my home."	1
5	29-Jul-18	Sandstone Fabric 	"This is my second Echo and I love how it helps me in the kitchen. I can set timers, listen to the news, prepare grocery lists, and get great music."	1
4	29-Jul-18	Sandstone Fabric 	The sound quality is good just wish alexa could answer more questions	1
5	29-Jul-18	Heather Gray Fabric 	"This is my second Echo, I have the Dot but the speaker is weak so I purchased this and for listening to music the speaker is great."	1
5	29-Jul-18	Charcoal Fabric 	great sound	1
5	29-Jul-18	Heather Gray Fabric 	Great	1
4	29-Jul-18	Charcoal Fabric 	We really only use this as a speaker to stream music. We’ve had it 7 months and it’s just kinda useless.	1
5	29-Jul-18	Heather Gray Fabric 	"Once set up very user friendly. Set-up wasn't as user friendly as I'd hoped.. The alexa app should be able to download to a pc without installing [invasive ] drivers. My wife and I are both retired and she wouldn't have been able to install Alexa, but if my son wasn't supplying her with a smart phone we wouldn't be using Alexa yet."	1
5	29-Jul-18	Charcoal Fabric 	Very easy set up. Really enjoying it	1
3	29-Jul-18	Heather Gray Fabric 	"The echo doesn’t come with a built in battery so it has to be plugged in at all times to use it, makes it quite inconvenient."	1
5	29-Jul-18	Charcoal Fabric 	more compact and a bit better than the original	1
5	29-Jul-18	Charcoal Fabric 	I love it pretty cool.	1
5	29-Jul-18	Charcoal Fabric 	I having it in my living room. Music sounds really good in my living room . I can hear it upstairs.	1
5	29-Jul-18	Heather Gray Fabric 	This is a great product!  Set up was easy.  Sound is wonderful.	1
4	28-Jul-18	Charcoal Fabric 	"So far I like it.  I bought it just for some music though, and it sounds pretty good."	1
5	28-Jul-18	Charcoal Fabric 	Love it	1
5	28-Jul-18	Charcoal Fabric 	Love it.	1
5	28-Jul-18	Charcoal Fabric 	Glad I bought this.	1
5	28-Jul-18	Heather Gray Fabric 	"Like, all types of fun,music, and more"	1
5	28-Jul-18	Heather Gray Fabric 	I like the volume up and down on the top so I can turn it down quickly.	1
3	28-Jul-18	Charcoal Fabric 	Beyond my capabilities to program. Grandkids lve it	1
5	28-Jul-18	Heather Gray Fabric 	"I love my new echo.  It gives me hours of music and help with other things.It was difficult for me to set it up,  I had to have help from a Tekkie"	1
5	28-Jul-18	Charcoal Fabric 	Almost as good as my Bose. Love the whole house music.	1
1	28-Jul-18	Charcoal Fabric 	Alexa hardly came on..	0
5	28-Jul-18	Charcoal Fabric 	"Easy setup using the app, which was also easy to install on my phone.  The sound quality while for listening to music on Pandora is wonderful!!"	1
5	28-Jul-18	Charcoal Fabric 	"I’m still learning how to use the Echo, but so far I love it!"	1
4	28-Jul-18	Charcoal Fabric 	Works awesome!	1
5	28-Jul-18	Charcoal Fabric 	Works great.	1
5	28-Jul-18	Charcoal Fabric 	From such a small speaker it sounds great	1
5	28-Jul-18	Charcoal Fabric 	Great sound for the size and the prize!! And of course....Alexa!	1
5	28-Jul-18	Charcoal Fabric 	if you don't have an Echo you definitely need one	1
5	28-Jul-18	Charcoal Fabric 	Great device.  Seems to work better than the 1st generation!	1
1	31-Jul-18	Black	Item no longer works after just 5 months of use. Will not connect to wifi and unresponsive to reset requests.	0
5	30-Jul-18	Black	I love the Echo Dot. So easy. So fun. I get to drop in on my Grandaughter who lives about 2000 miles away. Sounds like she is right next to me.	1
5	30-Jul-18	Black	Works great no different than the new ones	1
5	30-Jul-18	Black	This one's going in the kitchen for timer/music duty.	1
4	30-Jul-18	White	"Love it but the volume could definitely use a boost. If it had better built in speaker's, would definitively be a 5 star. They thought ahead and put  an audio auxiliary input, so I bought a dedicated speaker for the Echo. Proved to be best way to go."	1
4	30-Jul-18	Black	Works just fine.	1
5	30-Jul-18	Black	Works great! Looks brand new! Love my new echo dot. I will be getting them for all the main rooms in the house.	1
4	30-Jul-18	Black	"For a refurbished item.. It works like its new... Which I love... Easy set up,  which I love. The only issue is the volume,  if you are listening while relaxing its fine,  but if you are expecting to do anything else,  I recommend  purchasing a speaker."	1
5	29-Jul-18	Black	But not very loud	1
5	29-Jul-18	White	This is our 2nd one and we love it!	1
4	29-Jul-18	White	"So i am not sure how i feel about the echo dot, it's so many things that i need to get used to you have to ask her the right questions or she won't understand you."	1
1	29-Jul-18	Black	This thing barely works. You have to select 3rd party apps to do stuff you'd think it could do out of the box. I'm sending mine back asap. Waste of money.	0
3	29-Jul-18	Black	Gift for my man. He doesn’t like that you have to plug it in and the pictures do not show the cord. Would prefer it cordless. Still works though for the purpose we bought it.	1
5	28-Jul-18	Black	"This is our 5th Amazon Echo device.  We have purchased refurbished before and been satisfied, this time is no different.  You can't tell this from brand new, and the price was $10 cheaper.  Our Echo's wake us up, keep timers, play music for us, act as encyclopedias, turn our lights on and off and so much more."	1
5	28-Jul-18	White	"This small echo dot is amazing the sounds that come out are great.it changes my nest thermostat,and my Phillips hue lights.without leaving my chair."	1
5	28-Jul-18	White	We talk to her all the time for songs and just because we can . There aren’t dislikes about this device.	1
5	28-Jul-18	Black	I’m never disappointed with amazons technology.	1
5	28-Jul-18	Black	Worked as promised.	1
1	28-Jul-18	Black	I returned 2 Echo Dots & am only getting refund for 1. I returned 2 in one package. I want my refunds for both of them. They are in the same package. Can you not see them both???!!!	0
1	28-Jul-18	Black	not working	0
3	27-Jul-18	Black	Has weird pauses in her speech pattern that are not present in my other echo devices.	1
5	27-Jul-18	Black	I sure love Alexa!  LOL!  Thank you!  Great price and product!	1
5	27-Jul-18	Black	It works	1
1	27-Jul-18	Black	I'm an Echo fan but this one did not work	0
1	26-Jul-18	Black	 	0
5	26-Jul-18	White	Bought for my bathroom to listen when I'm in the shower.  Love it.	1
2	26-Jul-18	Black	Doesn't always respond when spoken to with promp word. I thought it would connect to my echo upstairs and use it like an intercom haven't been able to do that.	0
5	26-Jul-18	Black	Fast shipping and works well	1
5	26-Jul-18	Black	I Love it!!!!	1
5	26-Jul-18	White	LOVE LOVE LOVE my new and free assistant!  :)	1
5	25-Jul-18	Black	"Six words, &#34;Alexa, tell me a poop joke.&#34;"	1
1	25-Jul-18	White	It worked for a month or so then it stopped. I've tried everything to try and make it work but nothing is working. I want a refund	0
2	25-Jul-18	Black	Poor quality. Gave it away.	0
4	25-Jul-18	Black	Refurbished is the way to go. My Echo works just like new.	1
4	25-Jul-18	Black	love it	1
5	25-Jul-18	White	We have five of them. Need I say more?	1
3	24-Jul-18	Black	The speakers arent too loud.. alexa is great though. Besides that naw	1
5	24-Jul-18	Black	It works great and sounds good!	1
1	24-Jul-18	Black	"Never could get it to work. A techie friend looked at it for me and said the adapter wasn't strong enough to power it and that it looked like it had been bought at a dollar store. So, I am going to replace the adapter and hope it works then."	0
5	24-Jul-18	Black	Almost like having Star Trek in your home!  Fun to try and outsmart !	1
5	23-Jul-18	White	"This was an add on for my echo system, the refurbished product works like new!"	1
5	23-Jul-18	Black	"Great for my office. I use this daily in many ways, to include spelling for me and background music."	1
5	23-Jul-18	Black	Awesome. I love Alexa.	1
5	22-Jul-18	White	"I wasn't sure I really wanted one of these, but now that I have it, it is extremely useful.  Get one, you'll love it!"	1
2	22-Jul-18	White	"Initially, this echo dot worked very well. Over time, the dot stopped responding to 'alexa' unless you were within one foot of it yelling. The other echos/echo dots in other rooms would respond without a response from this echo dot. Would not recommend buying refurbished."	0
5	21-Jul-18	Black	Great Product fast shipping	1
1	20-Jul-18	Black	"I bought an echo dot that had been refurbished but its stops whatever function its performing quite often, doesn't wake up every time, randomly turns on but does nothing. Do not buy a refurbished Echo dot."	0
5	19-Jul-18	White	Perfect works great no problems with it being refurbished.	1
1	19-Jul-18	Black	Dont trust this....	0
5	18-Jul-18	Black	Perfect condition! I love my echo	1
5	18-Jul-18	Black	Love it. Beautiful experience especially if hooked to smart lighting and other accessories.	1
5	18-Jul-18	Black	"We just got this within the last couple of weeks, from what we can tell no issues! My son wanted and &#34;alexa&#34; for his 6th birthday so she could tell him jokes, he could ask her questions and to listen to music she does all of that and more. We all enjoy this one so much that I just bought a second one this week during Prime Deals Day!"	1
4	18-Jul-18	Black	Divertido	1
5	18-Jul-18	White	Great product and works great	1
5	17-Jul-18	Black	"Bought this for the guest room.  It's a radio, alarm clock, information​ center and so much more."	1
5	17-Jul-18	Black	Great buy. Bought this to go with my Echo and love it. The speaker isn’t the best for music but works great in a kitchen for timers or alarms.	1
1	16-Jul-18	White	 	0
5	16-Jul-18	Black	Works perfect. Save a few bucks and buy the refurbished. Looks brand new.	1
5	16-Jul-18	White	Looks and works perfect. Glad I got a good deal.	1
5	15-Jul-18	White	Just as good as the new one I bought but $10.00 less.	1
5	15-Jul-18	Black	I love it works very well	1
5	14-Jul-18	White	everything perfect	1
5	13-Jul-18	Black	Good price. Prompt shipping. Has been working flawlessly.	1
5	13-Jul-18	Black	"I love you, Alexa!"	1
4	13-Jul-18	Black	"There's room for improvement on this. For the price, I cannot complain too much. I can still complain however, the audio is terrible. This is kind of like listening to a speak-n-spell from the 80s."	1
5	13-Jul-18	Black	Iove it I bought it for my son because he wanted it and it’s awesome	1
5	13-Jul-18	White	"It's an echo, and it works.  For the price it's great deal. Have had no issues with it.  As with all dots, the speaker is a bit tinny, but good for a second unit, or if you are like me, you can attach it to an external speaker for more sound.Good buy"	1
5	13-Jul-18	Black	Thanks	1
1	13-Jul-18	Black	I wanted to use these as a radio and intercom as we get terrible fm reception where i live.  The speech recognition software is horrible.  My wife and i both are native Americans whose language is English she is from the north i am from Texas  neither have an accent from our birth area and yet it does not do a good job understanding us.  We bought two they do the same thing.  Additionally wifi reception was poor to marginal. I had to buy Wifi range extender for office and the other is ten feet from our router.  Both had problems Switched them around no difference.  So it they are now disconnected dust collectors.	0
5	12-Jul-18	Black	This is my third Dot. They all work perfectly and I use each one multiple times a day. Absolutely love them.	1
1	12-Jul-18	Black	Item has never worked. Out of box it is broken. Spent several days trying to get it working and running same &#34;fixes&#34; from Amazon. The only thing accomplished is I will never order another refurbished device.	0
5	11-Jul-18	Black	I already have the echo plus.  Bought this one for my bedroom.  Love the functions.	1
5	11-Jul-18	Black	Simple set up.  Music everywhere.	1
5	11-Jul-18	Black	Worked just like a brand new Dot ---so I am very satisfied.	1
1	11-Jul-18	Black	Great product but returning for new Alexa Dot.  Refurbished is already giving me problems with connection.	0
5	10-Jul-18	White	We have a few echos already. Went for this one in refurbished to save a few bucks. It works great. I love this new generation one because it has a rubber bottom - nice.	1
5	10-Jul-18	Black	"I love the fact, that I can unplug it, and take it to my basement when I want do laundry."	1
5	10-Jul-18	Black	Refurbished but just as good as the new ones that I've bought.	1
5	9-Jul-18	Black	Good as new	1
5	9-Jul-18	Black	Granddaughter loves it	1
4	9-Jul-18	Black	"The price is great.  Was having trouble with it hearing me from across a room, but after moving it to another spot, it seems to be working fine.  Will buy some more. Want 1 in every room."	1
5	9-Jul-18	Black	We have set up alexa to blue tooth speakers and enjoy listening to music outdoors.  Can't wait to try more new stuff using Alexa!	1
5	9-Jul-18	White	Thanks	1
5	9-Jul-18	Black	Works great!	1
1	9-Jul-18	Black	"&#34;NEVER BUY CERTIFIED AND REFURBISHED ECHO DOT &#34; I bought a &#34;Certified and Refurbished &#34; Echo Dot. This unit is very poor in receiving command and sometimes it does not even acknowledge the command. Never buy a refurbished Echo dot. The unit I received was probably never was certified and refurbished as indicated. I also bought a new ECHO dot, it works perfectly.Very disappointed !!!!"	0
5	8-Jul-18	Black	Started here with Amazon productsAnd I regret nothing is been absolutely great journey and my products continue to improve my day-to-day life	1
5	8-Jul-18	Black	Have now used for several months without problem.	1
5	7-Jul-18	Black	This is my first smart device and I will surely be buying other devices that will be compatible with this one.	1
5	7-Jul-18	Black	Love	1
5	7-Jul-18	Black	Love it just as good as a new one	1
5	7-Jul-18	Black	Have had an larger echo for some time and love it. Bought this one for another portion of the house since we have several wifi home devices and we wanted to voice control them from all over the house.	1
4	7-Jul-18	White	Love the product.  Use to turn on my lights and answer some quick questions.	1
5	7-Jul-18	Black	A great buy	1
5	6-Jul-18	Black	Was Leary about refurbished but work great.	1
4	5-Jul-18	White	"Very puny sound, but works great."	1
5	5-Jul-18	Black	Great	1
5	5-Jul-18	Black	"Exactly like new, can tell the difference from my new dot I got prior to this one, works perfectly. LOVE Alexa"	1
5	5-Jul-18	Black	Works perfect no wear and tear on the device I love Alexa working on making my home smart 😂	1
5	5-Jul-18	Black	Works good	1
4	5-Jul-18	Black	The only thing I don't like is it shuts off by itself other than that it works great	1
5	4-Jul-18	Black	"Excellent product, mint condition for a refurbished unit - you would never know it's been refurbished!"	1
4	4-Jul-18	White	"Already owning a couple of Echos, I was frustrated that I couldn’t also use them as intercoms. Finally Amazon enables the “drop-in” feature so now I can use my Echos to reach out to family in remote parts of the house (and teenagers who insist they never heard me yelling at them to come down to dinner).As for its other features, we mainly use our Echos for the standard stuff: playing music, setting alarms, answering questions, etc. It's not the life-changing home device Amazon would have you believe, but it is convenient to have around. This refurb saved me a few bucks, looks and works the same as the other brand-new ones."	1
5	3-Jul-18	Black	Love it was worried about the refurbished part at first but this being my first echo. It is awesome have used it for everything my lights since I work nights and shopping as well as for my spotify. And planning on getting it for my parents to help them out for everyday things we take for granted when we are young... I would recommend this to everyone!!!!	1
5	3-Jul-18	Black	Love Alexa hope have her in every room soon.	1
5	3-Jul-18	White	The simplicity of use and setting up.	1
5	2-Jul-18	Black	This is great! Got one for my Gazebo and one upstairs.	1
5	2-Jul-18	White	"Works great, never had any issues."	1
4	2-Jul-18	Black	Does everything I have asked it.	1
4	2-Jul-18	Black	Works great ..good sound	1
4	2-Jul-18	Black	"I use this Echo to listen to music as well as a sort-of research tool. It can answer a variety of questions. I would like if the volume could go just a little bit louder, but I can't complain.I also believe it should have an internal power source. In order to use the Echo, it must be plugged in at all times using the universal charging cord. It would be nice to use the Echo Dot on the go without having to buy the other product."	1
5	2-Jul-18	Black	Love it!  Great fun!	1
5	2-Jul-18	Black	Love it!	1
5	2-Jul-18	White	outstanding I use all the time....works just like they say	1
