rating,date,variation,verified_reviews,feedback
2,23-Jul-18,Black  Plus,"I'm sure the Echo is as cool as everyone says....but I won't get to try this one. Even though I have a Large covered porch.....the package was left on my top step on a day forecast for 100% chance of rain.....and rain it did, soaking the package. I'm not even going to open it and see how bad the damage is. This order has been cursed from the beginning. Ordered as a Birthday Gift and Delivery was not made on scheduled day. Now I get it, and its rain-soaked.",0
1,23-Jul-18,Black  Plus,I am not tec smart enough to make it work at all. Will send it back if I cant get help. My eco dot works just fine. this is too complacated.I just wanted a bigger speaker.,0
1,22-Jul-18,Black  Plus,Product does not.  Light bar never went orange.  I googled it and reset instructions actually differ from package instructions. I tried both.  Product is defective,0
2,21-Jul-18,Black  Plus,"I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb.  The excited ended quickly.  I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus.  Everything I tried, ended in a Discovery Failed message.  I tried to set this up over and over and over again.  I watched YouTube videos.  I read set up websites.  I was the poster child of insanity (doing the same thing over and over again and expecting different results).The next day I went onto Amazon to get the tech support.  I was hoping something would be done to make this thing work, but also the problem not being operator error.  Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work.  This product has tested my patience.  So far this experience is shifting my mindset from going to a smart home to just kicking it old school.The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb.  The problem wasn't the bulb, because before packing up the items, I purchased another bulb and still Alexa couldn't locate this device.I pray the next attempt is successful and then I will revise this rating, but what are the odds that I was shipped a defective Echo?  The support person had the same thought.  Maybe I should be exploring the Google device but I can't get over the look of that hub.  It looks like a defuser.I can't believe I didn't find YouTube videos that show the problems I did.  Everything looked simple and seamless...NOT the experience I had.  OK, I'm done with this review because I spend enough wasted time this weekend already.",0
1,21-Jul-18,Black  Plus,received the wrong product...was so excited to install it ...all excitement gone. Thank you Amazon.,0
2,20-Jul-18,White  Plus,"Why do we need to buy a $100 hub to get it to work with Samsung TV's and many other devices?  I want my money back!  This thing won't even turn on my TV unless I buy another hub.  What's the point of having a hub that doesn't support half the devices out there?  DON'T buy this thing unless you want to spend another $100 on another hub.  It won't work with many of your devices.  Just by the Echo or Dot if you must but not this.  Better yet, get a Google device.  They actually understand you when you talk.",0
1,20-Jul-18,Black  Plus,"I only purchase the echo plus because it has a built in hub and came with the free philips hue bulb.  When I got everything set up, I realized the echo plus hub won’t allow full functionality of the bulb.  All it does is turn the light on/off and dim.  It will not change colors.  You still have to have a Hue Bridge to have full function of all the features of the bulb.  I wish I’d bought the bulb and bridge separately to use with the echo I already had since the built in hub on this echo will essentially be useless and I’ll have to buy the hue bridge to get the full benefit of the lights.",0
2,20-Jul-18,White  Plus,"At a volume setting of half or less, the speaker sounds like there is something rattling, crackling or vibrating in it.  I'd understand if the volume was set higher.  All speakers get distorted when over-driven.  But this doesn't sound like this is an over-driven case; sounds like more of a rattle/crackle.  Possibly because the bass is too high.  Learned that there is no ability to adjust any of the sound characteristics (other than volume).  I will attempt to exchange it assuming it is just an isolated problem.",0
1,20-Jul-18,Black  Plus,I bought this for myself and i didn’t realize it had to be plugged in just to work. It isn’t convenient to make them always have to connect to a wall. It should’ve been more clear when i bought it.,0
1,19-Jul-18,Black  Plus,"I would like to tell you that I have a reason to hate it like the speakers suck, or the color, or the shape or even the way it smells, but I can honestly say the number reason I hate this device is I have tried to set it up 3x's now to no avail, I have 4 other Echo devices already that I set up and use quite regularly, I have reset my phone (Galaxy S8), checked the app for updates, I have cycled power to the Echo unit with each attempt. I work in the network/technology industry for a living and have for over 20 years now, so lack of experience or knowledge is not the problem here. I used the app and the device even tells me it is connected and to follow the app to continue set up, the set up screen just continues to roll the 3 dots around the screen for about 5 minutes before the app locks up on my phone and I have to force the app to close, restart my phone and the Echo and try again. I figured 3x's was enough, it shouldn't be that hard a techie, I can only imagine how bad this will prove to be for people whom have no clue about technology....I hope they won't call me I'll tell em to send the product back!",0
1,19-Jul-18,Black  Plus,"Unit came with the wrong plug, will have to send back to Amazon.",0
2,14-Jul-18,White  Plus,"The sound quality is not that good, especially for the price that you pay for this. I would recommend to get the Echo Dot and buy a better speaker instead. Maybe Sonos and use the Echo dot.",0
1,14-Jul-18,White  Plus,"I will be returning this piece of garbage as soon as possible. With my lifetime Amazon spending approaching nearly $40,000, I’m sure I’m just a small customer to them, but I’ve rarely been so disappointed out of hundreds if not thousands of Amazon purchases.I have 8+ echos for home automation and bought this Echo Plus specifically for the built-in hub along with approximately $600+ in zigbee light switches. The voice control is subpar even when it works, and that is a rarity. Most often it does nothing. I could not be more disappointed with this product and strongly discourage you from investing in the Amazon/Zigbee ecosystem. If you value your money, and expect a working product then you need to look elsewhere",0
1,5-Jul-18,Black  Plus,Didn’t really work as smooth as they make it seem like.,0
2,29-Jun-18,Black  Plus,"As an echo its great, Good sound quality and functionality. As a smart home hub, it sucks. No automation, no geo-fencing, no music syncing for hue, no z-wave. All it does is turn things on with your voice. Ended up buying a smartthing hub and transferring everything over.",0
1,29-Jun-18,Black  Plus,"Got this a few months ago with the idea that it will help control my smart bulbs and be useful with answering questions and getting daily weather updates.It’s far from being useful.Half the time when you “wake” the device to ask a question or initiate a command, it doesn’t hear what you say and turns off. Basically ignoring you. Often she is unable to answer basic questions.It’s been so frustrating. Alexa has been more work rather than making my life easier.I would return it but I’m past the return period...... zzzz",0
2,31-Jul-18,Configuration: Fire TV Stick,It is much more difficult to use than the Chromecast.,0
2,31-Jul-18,Configuration: Fire TV Stick,Fast to load. But keeps rebooting  in middle of shows,0
2,30-Jul-18,Configuration: Fire TV Stick,I just think that it's to darn confusing. And there are parts that i would try and just wouldn't work. I just don't like it. Not what i thought it would be.,0
1,30-Jul-18,Configuration: Fire TV Stick,I will never buy anything Amazon makes again!This fire stick is not even a year old and it does nothing but restart and freeze up constantly. No warranty from Amazon in this should have been my first clue that it was a horrible device. I will never buy anything built by Amazon again.,0
2,30-Jul-18,Configuration: Fire TV Stick,Was loving it but starting in June Hulu stopped working and crunchyroll doesn’t work either. Probably will switch to something else soon.,0
1,30-Jul-18,Configuration: Fire TV Stick,"It still doesn’t work.  I bet if I call and let them know that, they will charge me for the 3rd time.  Ridiculous.",0
2,30-Jul-18,Configuration: Fire TV Stick,"I’m very unhappy with this Firestick, every time we change programs or channels within a program there is a very long delay. We have 2 Roku’s That work just fine and are very quick.",0
2,30-Jul-18,Configuration: Fire TV Stick,"Had to return it as Hulu does not work on device.  It kept coming up with errors, and Hulu app not being able to open at times.  It was hit and miss, and at times, Hulu will stop working right in the middle of a show or movie.  Plus fire stick is very slow in opening the apps.",0
1,30-Jul-18,Configuration: Fire TV Stick,The Firestick we were sent doesn’t work. At all.  Voice remote won’t even turn on. We did all the troubleshooting steps. Didn’t work. Contacted Amazon. They sent us a new one - with no remote/no way to control it! We gave up and got a Roku (which works great!),0
1,30-Jul-18,Configuration: Fire TV Stick,"My old amazon fire stick kept crashing when using Sling TV.I bought this one thinking the old one was defective.This one is doing the same thing. When going back into Sling, it starts up where I left off in the program.",0
1,30-Jul-18,Configuration: Fire TV Stick,Ordered 2 on deal day. 1 doesn’t work and 2 nd just went down after 2 days 😏,0
2,30-Jul-18,Configuration: Fire TV Stick,"I don't like how I cannot load my Hulu account, it is also very slow. I know it is not my Internet connection because I have an Xbox One that works just fine, but my Fire TV Stick takes forever to load anything.",0
2,30-Jul-18,Configuration: Fire TV Stick,"It's constantly buffering, to the point where you can't watch anything without interruption. I purchased on Prime Day plus I used rewards to pay for it, so in the end I paid next to nothing. If I had paid full price for it I might want my money back. We stopped trying to use it and went back to our old streaming device. I know our internet service is not the issue because we do not have this problem with any other devices that we stream from.",0
2,30-Jul-18,Configuration: Fire TV Stick,I don’t like that it goes into sleep mode after 20-30 minutes of “inactivity”. I shouldn’t have to “wake up” the fire tv to finish watching a show.,0
1,30-Jul-18,Configuration: Fire TV Stick,"I liked it until on day after a year it no longer worked, would not power up  and go past the firestick  logo on tv. Bought a second one, will not buy a third if this one doesn't last longer....",0
1,30-Jul-18,Configuration: Fire TV Stick,It don’t show nothing,0
2,30-Jul-18,Configuration: Fire TV Stick,"Very disappointed when we had to mandatory upgrade and when we final got done with the upload, we had lost our local Charlotte NC channels (which are pur news and weather also)  (CBS, NBC, ABC) and 2 days later was Amazon day with discounts on what we had JUST ordered.",0
1,30-Jul-18,Configuration: Fire TV Stick,Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.,0
2,30-Jul-18,Configuration: Fire TV Stick,I would not recommend this to anyone. It won't load netflix or if it does on rare occasion it won't run the program all the way thru. It tells you the we are unable to process this title at this time. Try again later.  It is not the Netflix site cause I can stream it just fine on my computer.  Its the Firestick. very disappointing.,0
2,30-Jul-18,Configuration: Fire TV Stick,las películas no tiene o no se pueden cambiar a español o títulos en español,0
2,30-Jul-18,Configuration: Fire TV Stick,Was excited to try this on my new Element TV.  Unfortunately even though my TV is 5 feet away from my router i get maddening disconnections and buffering.  Thought this little device was supposed to take care of that issue.  It didn’t!,0
1,30-Jul-18,Configuration: Fire TV Stick,Menu doesn’t work. Says it can’t connect to amazon network,0
1,30-Jul-18,Configuration: Fire TV Stick,I would love this remote if i wasnt spending so much money replacing the batteries. Its upsetting that i spent money on such a great device all for the batteries not to last.,0
1,30-Jul-18,Configuration: Fire TV Stick,Purchased to use on the road in my semi. Does not work in that application.,0
1,30-Jul-18,Configuration: Fire TV Stick,"Seems to work ok, but no youtube tv?  Really?  can't believe they would ban an app that so many people want to use.  I really wanted to like it, but when I couldn't install that particular app it became almost useless, almost.  Does most other stuff just fine, but I'll stick with my Roku.",0
1,30-Jul-18,Black  Dot,"I am quite disappointed by this product.There clearly is a bug: half of the time I ask for a newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of &#34;the lights&#34;...as other items are also named the same, which is not true. Clearly no AI or natural language, very 'beta' stage still for me. Not impressed!",0
2,30-Jul-18,Black  Dot,Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,0
1,30-Jul-18,Black  Dot,"I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.",0
1,30-Jul-18,Black  Dot,I didn't like that almost everytime i asked Alexa a question she would say i dont know that or i havent learned that.,0
1,30-Jul-18,Black  Dot,The volume is very low,0
1,30-Jul-18,Black  Dot,Cheap and cheap sound.,0
2,30-Jul-18,Black  Dot,"For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”.",0
1,30-Jul-18,White  Dot,Used twice not working!!!!!!!,0
1,30-Jul-18,Black  Dot,This device does not interact with my home filled with Apple devices.  How disappointing!,0
2,30-Jul-18,White  Dot,Not all that happy. The speaker isn’t great and for some reason a lot of times when I play music it will start to make some weird noise and just stop. My son has a google home and it is much better,0
2,30-Jul-18,Black  Dot,"When you think about it this really doesn’t do much. Play music, answer stupid questions, finally it was able to hook up to thermostat. I can see why price is dropping like a rock.",0
1,30-Jul-18,Black  Dot,"This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace.",0
2,30-Jul-18,Black  Dot,Ask it to play Motown radio on Pandora and it keeps asking if I want to add a salsa station. Motown isn’t close to salsa phonetically.,0
2,30-Jul-18,Black  Dot,Sound is terrible. Cannot pair with echo to play simultaneously.  Must upgrade to amazon music if you want to play more than one device at a time.,0
1,30-Jul-18,White  Dot,I am having real difficulty working with the Echo Dot. Alexi is not very smart. 9 out of 10 questions I have asked I get the &#34;I'm not sure&#34;  Half the time I am still asking the question and Alexi is saying &#34;I'm not sure&#34;. The music is great and works well for that. All in All so far it's been a very frustrating experience.,0
1,30-Jul-18,Black  Dot,"I was really happy with my original echo so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then  I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. im hoping Amazon will take this thing back and give me a good deal on an echo spot which I hope will be a better nightstand device.",0
2,30-Jul-18,Black  Dot,Weak sound. Compared to the Google Home Mini the sound is bad. Also you need Prime to have a small selection of music and need prime music to play everything. Also if you get two you need prime family music to play music on both. I think it's lame that you need a family plan to use multiple devices.,0
1,30-Jul-18,Black  Dot,Echo Dot responds to us when we aren't even talking to it. I've unplugged it. It feels like it's &#34;spying&#34; on us.,0
1,30-Jul-18,White  Dot,NOT CONNECTED TO MY PHONE PLAYLIST :(,0
2,30-Jul-18,Black  Dot,The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.,0
1,30-Jul-18,Black  Dot,I didn’t order it,0
1,30-Jul-18,White  Dot,The product sounded the same as the emoji speaker from five below my sister has ... and even that one has Bluetooth and doesn’t need to be plugged in. The only good thing about this is that you can speak to it.,0
1,30-Jul-18,Black  Dot,"I am quite disappointed by this product.There clearly is a bug: half of the time I ask for a newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of &#34;the lights&#34;...as other items are also named the same, which is not true. Clearly no AI or natural language, very 'beta' stage still for me. Not impressed!",0
2,30-Jul-18,Black  Dot,Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,0
1,30-Jul-18,Black  Dot,"I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.",0
1,30-Jul-18,Black  Dot,I didn't like that almost everytime i asked Alexa a question she would say i dont know that or i havent learned that.,0
1,30-Jul-18,Black  Dot,The volume is very low,0
1,30-Jul-18,Black  Dot,Cheap and cheap sound.,0
2,30-Jul-18,Black  Dot,"For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”.",0
1,30-Jul-18,White  Dot,Used twice not working!!!!!!!,0
1,30-Jul-18,Black  Dot,This device does not interact with my home filled with Apple devices.  How disappointing!,0
2,30-Jul-18,White  Dot,Not all that happy. The speaker isn’t great and for some reason a lot of times when I play music it will start to make some weird noise and just stop. My son has a google home and it is much better,0
2,30-Jul-18,Black  Dot,"When you think about it this really doesn’t do much. Play music, answer stupid questions, finally it was able to hook up to thermostat. I can see why price is dropping like a rock.",0
1,30-Jul-18,Black  Dot,"This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace.",0
2,30-Jul-18,Black  Dot,Ask it to play Motown radio on Pandora and it keeps asking if I want to add a salsa station. Motown isn’t close to salsa phonetically.,0
2,30-Jul-18,Black  Dot,Sound is terrible. Cannot pair with echo to play simultaneously.  Must upgrade to amazon music if you want to play more than one device at a time.,0
4,30-Jul-18,Black  Dot,"Some times Alexa is a little &#34;thick&#34;, but mostly good!",1
5,30-Jul-18,Black  Dot,Love it!! Don’t know what took me so long to get one — and don’t know why I didn’t get two on Amazon Prime Day!,1
5,30-Jul-18,Black  Dot,Up dated news,1
5,30-Jul-18,Black  Dot,Works like a champ.,1
5,30-Jul-18,Black  Dot,"Clear sound, great alarm clock, plays my music.  What else can you ask for.  Oh yeah, you can order what you need.",1
5,30-Jul-18,White  Dot,Love that you can use your cell phone to call Echo or Dot. You can also use Echo and Dot as intercoms.,1
5,30-Jul-18,Black  Dot,love it...just like the other 4 I own.,1
5,30-Jul-18,White  Dot,"Great price.  I love my echo dot,",1
5,30-Jul-18,Black  Dot,Excellent. Bought another one yesterday!,1
5,30-Jul-18,Black  Dot,works great,1
5,30-Jul-18,White  Dot,Love this!!! My daughter enjoys telling Alexa what to do. Haha,1
5,30-Jul-18,Black  Dot,"Purchased this for a discount on Prime Day to insert into a portable Bluetooth speaker made specifically to work with Echo Dot. Works great, love it! Now I can bring Alexa out onto the patio with me, and I mostly use it for music. This is our 3rd Echo product and we love them!",1
5,30-Jul-18,Black  Dot,Just got my third one. Love them,1
5,30-Jul-18,Black  Dot,The ease in installing,1
5,30-Jul-18,Black  Dot,"Un excelente equipo inteligente al estar conectado al internet nos provee de múltiples funciones tales como, el tiempo,hora,información de cualquier estudio que estés realizando atrás vez del internet.",1
5,30-Jul-18,Black  Dot,"I love this product so far only because of the few things I can do with it...such as set a timer, a reminder, play music and games. I don't like that to get the full enjoyment from it that you have to purchase so many things. It was also very difficult to set up. The directions made it sound as simple as one, two, three but they forgot about step four, five and six. I was almost ready to send to back.The app is extremely slow and it took hours to get this thing set up. However depending on what you are going to be using it for I think it's an ok item.",1
5,30-Jul-18,White  Dot,Love the echo dot it’s amaxing!!!,1
4,30-Jul-18,Black  Dot,"I like to use it for listening to podcasts.  I like to set up the greeting in the morning to tell me what's new.  The one thing I don't like was getting it to recognize the radio station I wanted to listen to.  I finally got it working, but had to work through the bugs.",1
5,30-Jul-18,Black  Dot,"Just like it's big sister, the Echo, only smaller, with slightly less audio fidelity, but much lower price (on amazon prime day:-)Used in another room to add Alexa to an additional room.",1
5,30-Jul-18,Black  Dot,It does everything  the big guy does,1
5,30-Jul-18,Black  Dot,Great product - understands my accent!,1
5,30-Jul-18,Black  Dot,Love it... can't stop using it..,1
5,30-Jul-18,White  Dot,Really like the availability to get instant music throughout the house.,1
5,30-Jul-18,White  Dot,"very handy in the kitchen, sets timer and gives me extra help on setting oven temps.",1
5,30-Jul-18,Black  Dot,Cool little speaker..I love her alarms and connected it to my speakers and it sounds great!!,1
5,30-Jul-18,Black  Dot,It is s great tool helping with information.,1
5,30-Jul-18,Black  Dot,Awesome piece of technology that has simplified my life. Great purchase.,1
3,30-Jul-18,Black  Dot,"I jumped on the bandwagon by purchasing an Echo.  I feel like there was a struggle getting connected and then three days later, the device is sharing news and weather.  Now we use it some, but have not tapped in to all options.  Still testing it out.",1
4,30-Jul-18,White  Dot,Love Alexa. Love the Echo Dot but we have trouble with the speakers when using the intercom.,1
5,30-Jul-18,White  Dot,"Love it , Now if I can only find the correct smart (links)Plug to connect this too",1
4,30-Jul-18,White  Dot,Work pretty well,1
4,30-Jul-18,Black  Dot,Still learning it,1
5,30-Jul-18,White  Dot,"We really love our Echo Dot, we can get questions answered right away and play any music we can think of.",1
5,30-Jul-18,Black  Dot,Usual reliable Alexa,1
3,30-Jul-18,Black  Dot,Speaker could be better qualty,1
5,30-Jul-18,Black  Dot,Have the echo wanted something smaller in another room  they work together great,1
5,30-Jul-18,Black  Dot,"Love it!! It is so handy and easy to use. Got it for my classroom, but I many need to just get another one.",1
5,30-Jul-18,Black  Dot,Very pleased,1
4,30-Jul-18,Black  Dot,Primarily for music in our bedroom.  I wish the speaker had better fidelity.,1
5,30-Jul-18,Black  Dot,Nice,1
5,30-Jul-18,Black  Dot,"Music, weather, time.",1
5,30-Jul-18,Black  Dot,"Great, love it!",1
3,30-Jul-18,Black  Dot,Not impressed,1
5,30-Jul-18,Black  Dot,I really like it .,1
5,30-Jul-18,White  Dot,it takes a while to learn the uses and I'm still learning!,1
5,30-Jul-18,Black  Dot,Alexa is phenomenal!,1
4,30-Jul-18,Black  Dot,"The Echo Dot (2nd Generation) Smart Speaker is very compound in size, however it  projects very good sound. It also has a port in which you can connect an external speaker  for greater projection of sound. I also like it size because it's not awkward, and it doesn't take up a lot of space. It works great with the Alexa App. I also think the size is great for college students who live in dorm rooms with small limited spacing.",1
5,30-Jul-18,Black  Dot,I use the echo dot several different ways in my home. I use it downstairs to control lighting. I also take it out on my deck to stream music to a Bluetooth speaker. It works great for what I need.,1
5,30-Jul-18,White  Dot,I have an echo but wanted a dot for my bedroom. It was even easier to set up than my original echo.,1
5,30-Jul-18,Black  Dot,"Makes turning on and off things in the house so simple. Great for little updates as well, like checking the weather and such.",1
5,30-Jul-18,Black  Dot,"Great product, fun to use!!",1
4,30-Jul-18,Black  Dot,Needs to be smarter,1
5,30-Jul-18,Black  Dot,I really enjoy being able to just make a request  for my favorite music and it happens I have no complaints at this time...,1
5,30-Jul-18,Black  Dot,Love it. Works great making my home a smarthome,1
5,30-Jul-18,White  Dot,I really like the echo dot. It’s amazing to be able to set an alarm or timer just by talking to the echo dot.,1
5,30-Jul-18,White  Dot,Convenient and fun.,1
4,30-Jul-18,White  Dot,It's alright....,1
4,30-Jul-18,Black  Dot,this is my first Alexa enabled device and so far its lived up to its reputation!,1
5,30-Jul-18,Black  Dot,"I love searching the Alexa skill shop on the app. Useful things like having Alexa turn my lights on and off, listening to news updates every morning. And fun stuff like telling Alexa to make the Star Trek red alert nois. Or playing song quiz with friends.",1
4,30-Jul-18,Black  Dot,Second dot.,1
5,30-Jul-18,Black  Dot,Son loves it.,1
5,30-Jul-18,Black  Dot,I love how compact it is.,1
5,30-Jul-18,Black  Dot,"It talks to me, plays the type of music i want to listen to, and even turns off when I ask if to.",1
5,30-Jul-18,Black  Dot,"Love it, we are still learning the capabilities, having a lot of fun.",1
4,30-Jul-18,Black  Dot,Easy to set up. Still trying to get it to connect to a light bulb smart plug. Grandkids think Alex is cool!,1
5,30-Jul-18,White  Dot,I love it! I use it for everything. It’s a part of my daily routine,1
4,30-Jul-18,Black  Dot,"The Alexa program is great, but the quality is not the best. It could definitely be louder.",1
4,30-Jul-18,White  Dot,Overall I like this. Though Siri on my phone can do more for what I need as I don’t have a “smart home” and don’t intend to make it one. But it’s fun and I use it for music and to have it read me my audible books.,1
3,30-Jul-18,Black  Dot,Alexa is pretty basic and almost like a toy. Shouldn't have been released into the market without proper development. Speech recognition fails to understand basic American and British Accent.The music it can play is very restrictive. Speech isn't refined in a way that we understand a (almost a) human is speaking. Linking to Youtube via amazon web services doesn't work.,1
5,30-Jul-18,White  Dot,Set up is so easy.,1
5,30-Jul-18,Black  Dot,Love it,1
4,30-Jul-18,Black  Dot,I'm amazed with the alarm. I tell Alexa to wake me up to a particular song and it does.  I love the play list if music. Not sure if i don't keep prime if music will still be available. However i did love the fact Amazon gave me music free for 3 months...they should have given prime free for 3 months as well.,1
5,30-Jul-18,White  Dot,I love all of the things that it can do. I can play with it and learn from it.,1
5,30-Jul-18,Black  Dot,"Been debating on getting one, but am happy I did! Still more to explore. Thanks!",1
5,30-Jul-18,White  Dot,"I'm finding more and more uses for this all the time. It keeps me informed with news and weather, I can get a daily Bible verse, and have it play music. New skills are added all the time. The future is here!",1
5,30-Jul-18,White  Dot,I love to watch my wife argue with Alexa.  I woke up one night listening to Alexa talking to my cell phone. ????,1
4,30-Jul-18,Black  Dot,Gave as a gift - they loved it.,1
5,30-Jul-18,Black  Dot,The Echo Dot was everything that I expected and more.,1
5,30-Jul-18,Black  Dot,I love this its super convenient and makes my life a little easier,1
5,30-Jul-18,White  Dot,"I love my echo dot. Has many features and works great.The only thing I don't like about it, is that I can't play my iMusic on it. I'm going to have to pay for a Spotify or Amazon music account.",1
4,30-Jul-18,White  Dot,Its Great. Lots Of Fun!!,1
4,30-Jul-18,White  Dot,"Easy setup. Alexa needs a lot of training,",1
5,30-Jul-18,White  Dot,Third echo dot purchased. Love the product.,1
5,30-Jul-18,Black  Dot,I like the compact structure of the Dot. The sound is a little too low.,1
4,30-Jul-18,White  Dot,"Handy if you don't expect much out of it much ""dumber"" than the assistant in my phone.",1
5,30-Jul-18,Black  Dot,It's easy to set up and use. There are new features and skills added all the time.,1
3,30-Jul-18,White  Dot,Love the product but dislike that I can’t sync up my Apple Music for Alexa to play,1
5,30-Jul-18,Black  Dot,Have had for just one week so far and I can say it is a blast to have.,1
4,30-Jul-18,Black  Dot,love it,1
5,30-Jul-18,Black  Dot,Works like a charm.,1
5,30-Jul-18,Black  Dot,Good speaker for bedroom or office,1
4,30-Jul-18,Black  Dot,Small speaker tin sound. Great with good Bluetooth speaker.,1
5,30-Jul-18,White  Dot,Fun and  information.  No dislikes  so far !! Like the convenience!!,1
5,30-Jul-18,Black  Dot,It was easy to set up and affordable! Love it!,1
5,30-Jul-18,White  Dot,I love that I can shut the microphone off at night so my children can’t talk to it at bed time and she has an automatic sleep timer for their lullaby music. Not sure how I survived with out this for so long.,1
5,30-Jul-18,Black  Dot,Echo Dot and related devices are the best thing to come in a long time.,1
3,30-Jul-18,Black  Dot,"The sound quality wasn’t great, but it was inexpensive",1
5,30-Jul-18,Black  Dot,Works great... bought it for my shop so that it is like an intercom to the house.,1
4,30-Jul-18,Black  Dot,It isn’t bad for what it is. Have issues with it actually playing what I want. Getting it use iHeartRadio properly by playing the station I want is a challenge but it’s not bad for the sale price I paid.,1
4,30-Jul-18,Black  Dot,It’s great but sound quality is very low,1
5,30-Jul-18,White  Dot,I love it.,1
4,30-Jul-18,Black  Dot,"As Always, easy to set up",1
3,30-Jul-18,Black  Dot,It works OK. This speaker quality is not much better than my iPhone X. I would spend the extra money to get the full-size echo which has great sound quality.,1
5,30-Jul-18,Black  Dot,"Very intelligent, love the songs ....",1
4,30-Jul-18,White  Dot,Review,1
5,30-Jul-18,Black  Dot,"I love my Echo Dot!  The price I paid during Prime Day was comparable to buying a new digital clock with the bells and whistles, but this does so much more.  I can play music, set alarms, call friends, play games, set timers...the list goes on and on.  Definitely worth the money.",1
5,30-Jul-18,Black  Dot,Easy installation and set up. Better sound from the Echo Dot Smart speaker. Very satisified with purchase.,1
5,30-Jul-18,White  Dot,"I am spoiled by one downstairs...so got this one for upstairs to listen to music , etc. while I walked on the treadmill.",1
3,30-Jul-18,Black  Dot,The commands Alexa requires are too specific.  I find Google home to be much more flexible in figuring out what I'm asking for.,1
5,30-Jul-18,White  Dot,HANDY AS HELL 10/10 RECOMMEND,1
5,30-Jul-18,Black  Dot,"We are still in the discovery phase, but so far we are enjoying the smart home features we have installed.",1
5,30-Jul-18,Black  Dot,Totally gets out sense of humour,1
5,30-Jul-18,Black  Dot,We put one in the bedroom.  It plays music and tells us the weather.  It also is an alarm to wake us up in the morning.  It is better than a clock radio.  It will play any type of music you want from radio stations or your own favorites.  It can even tell jokes.  I don't know how I got along without it before now.  Amazing.,1
3,30-Jul-18,Black  Dot,"I like the Echo, but not sure about the Dot.  I use it a lot for music and Audio books.The sound quality of this smaller Echo is nowhere near the quality of the full sized model.  I haven't decided if I'll keep it or not!",1
5,30-Jul-18,Black  Dot,LOVE it. I got this for my boyfriend for his birthday and his kids have a blast asking Alexa all kinds of questions and having her tell silly jokes. We love it.,1
4,30-Jul-18,White  Dot,Better sound.,1
