verified_reviews,feedback
"[""decid"",""buy"",""smart"",""door"",""lock"",""decid"",""get"",""echo"",""plus"",""control"",""chose"",""kwikset"",""888"",""amazon"",""said"",""compat"",""bought"",""2"",""dot"",""pose"",""question"",""somebodi"",""communiti"",""said"",""will"",""work"",""alexa"",""t"",""know"",""z"",""wave"",""lock"",""zigbe"",""alexa"",""hub"",""t"",""compat"",""bodi"",""know"",""lock"",""work"",""seamless"",""echo"",""plus"",""guess"",""choic"",""1"",""exchang"",""plus"",""regular"",""echo"",""buy"",""separ"",""hub"",""like"",""wink"",""2"",""return"",""whole"",""alexa"",""system"",""get"",""someth"",""els"",""t"",""want"",""just"",""buy"",""anoth"",""hub"",""use"",""along"",""side"",""echo"",""plus"",""ll"",""back"",""ask"",""integr"",""two"",""hub"",""reason"",""kept"",""buy"",""smart"",""system"",""point"",""afraid"",""t"",""oper"",""seamless"",""unfortun"",""enough"",""research"",""someth"",""t"",""work""]",0
"[""habla"",""espanol""]",0
"[""broke"",""t"",""get"",""help"",""fix"",""replac""]",0
"[""still"",""unabl"",""connect"",""devic"",""although"",""say"",""built"",""hub"",""bought"",""bridg"",""connect"",""devic"",""think"",""everyth"",""sync"",""devic"",""still"",""discov"",""via"",""echo"",""plus"",""look"",""forward"",""featur"",""abl"",""play"",""music"",""check"",""weather"",""etc"",""fine""]",0
"[""terribl"",""stop"",""work"",""one"",""day""]",0
"[""speak"",""spanish"",""bought"",""grandmoth"",""someon"",""talk"",""around"",""spanish""]",0
"[""got"",""echo"",""excit"",""devic"",""better"",""sound"",""dot"",""hub"",""control"",""hue"",""bulb"",""t"",""realiz"",""also"",""t"",""fulli"",""communic"",""t"",""use"",""hue"",""bulb"",""full"",""potenti"",""devic"",""turn"",""light"",""set"",""number"",""preset"",""color"",""also"",""updat"",""bulb"",""newest"",""firmar"",""secur"",""concern"",""buy"",""want"",""full"",""featur"",""hub"",""new"",""iot"",""devic"",""will"",""end"",""need"",""updat"",""standalon"",""hub"",""make"",""hub"",""insid"",""devic"",""redund"",""pointless"",""still"",""love"",""echo"",""zero"",""complaint"",""alexa"",""function"",""sound"",""qualiti"",""devic"",""disappoint"",""hub"",""function""]",0
"[""disappoint"",""product"",""tri"",""instal"",""two"",""differ"",""unit"",""neither"",""one"",""success"",""complet"",""hour"",""amazon"",""technician"",""reset"",""app"",""t"",""connect"",""echo"",""plus"",""internet"",""connect"",""tri"",""use"",""applic"",""phone"",""tablet"",""chromebook"",""luck"",""clean"",""direct"",""applic"",""probabl"",""send"",""back"",""amazon"",""mark"",""readi"",""prime"",""time""]",0
"[""alexa"",""awesom"",""rciev"",""light"",""buld"",""know"",""u"",""need"",""anoth"",""adapt"",""light"",""buld"",""work"",""awar"",""disappoint""]",0
"[""wish"",""batteri"",""describ"",""better"",""plug"",""item""]",0
"[""harder"",""setup"",""thought"",""reason"",""default"",""twice"",""go"",""thru"",""mani"",""step"",""setup"",""find"",""devic"",""nice"",""interact"",""xfiniti"",""cabl"",""tv"",""cabl"",""box"",""also"",""work"",""xfiniti"",""alarm"",""hous"",""camera"",""nice"",""set"",""disarm"",""alarm"",""alexa"",""instal"",""skill"",""app"",""setup"",""bulb"",""what"",""ship"",""product"",""said"",""alexa"",""setup"",""bulb"",""alexa"",""find"",""new"",""bulb"",""alexa"",""setup"",""nest"",""fine"",""use"",""third"",""parti"",""app"",""alexa"",""work""]",0
"[""echo"",""part"",""work"",""fine"",""hue"",""hub"",""disast"",""work"",""month"",""noth"",""spent"",""2"",""hour"",""phone"",""tech"",""support"",""one"",""y"",""send"",""repair"",""now"",""tri"",""reconnect"",""light"",""pain"",""reset"",""light"",""bulb"",""take"",""5"",""time"",""get"",""reset"",""spent"",""hour"",""will"",""say"",""custom"",""servic"",""friend"",""tri"",""help"",""stick"",""echo"",""smart"",""plug"",""lamp""]",0
"[""suppos"",""come"",""free"",""hue"",""lightbulb"",""amazon"",""prime"",""day"",""light"",""bulb"",""arriv"",""fals"",""advertis""]",0
"[""t"",""week"",""alreadi"",""connect"",""network"",""tri"",""reconnect"",""manual"",""echo"",""never"",""appear"",""list"",""devic"",""connect"",""will"",""way"",""back"",""amazon""]",0
"[""ll"",""return"",""noth"",""annoy"",""hub"",""t"",""turn"",""need"",""interfer"",""hue"",""bridg"",""t"",""even"",""instal"",""philip"",""light"",""unless"",""unplug"",""plenti"",""review"",""go"",""depth"",""issu"",""bottom"",""line"",""suck"",""hub"",""t"",""support"",""z"",""wave"",""zigbe"",""fair"",""knew"",""advanc"",""one"",""protocol"",""support"",""t"",""mani"",""function"",""dedic"",""one"",""will"",""point"",""notic"",""right"",""away"",""philip"",""hue"",""bridg"",""support"",""firmwar"",""upgrad"",""light"",""bulb"",""t"",""found"",""rather"",""interest""]",0
"[""echo"",""link"",""direct"",""tv"",""even"",""though"",""said"",""spent"",""multipl"",""hour"",""made"",""phone"",""call"",""text"",""also"",""miss"",""free"",""bulb""]",0
"[""t"",""use"",""appl"",""music"",""worthless"",""without"",""sound"",""qualiti"",""also"",""poor""]",0
"[""sure"",""echo"",""cool"",""everyon"",""say"",""t"",""get"",""tri"",""one"",""even"",""though"",""larg"",""cover"",""porch"",""packag"",""left"",""top"",""step"",""day"",""forecast"",""100"",""chanc"",""rain"",""rain"",""soak"",""packag"",""even"",""go"",""open"",""see"",""bad"",""damag"",""order"",""curs"",""begin"",""order"",""birthday"",""gift"",""deliveri"",""made"",""schedul"",""day"",""now"",""get"",""rain"",""soak""]",0
"[""tec"",""smart"",""enough"",""make"",""work"",""will"",""send"",""back"",""cant"",""get"",""help"",""eco"",""dot"",""work"",""just"",""fine"",""complac"",""just"",""want"",""bigger"",""speaker""]",0
"[""product"",""light"",""bar"",""never"",""went"",""orang"",""googl"",""reset"",""instruct"",""actual"",""differ"",""packag"",""instruct"",""tri"",""product"",""defect""]",0
"[""think"",""get"",""long"",""time"",""excit"",""arriv"",""bundl"",""philip"",""hue"",""bulb"",""excit"",""end"",""quick"",""spend"",""total"",""4"",""hour"",""attempt"",""add"",""bulb"",""alexa"",""echo"",""plus"",""everyth"",""tri"",""end"",""discoveri"",""fail"",""messag"",""tri"",""set"",""watch"",""youtub"",""video"",""read"",""set"",""websit"",""poster"",""child"",""insan"",""thing"",""expect"",""differ"",""result"",""next"",""day"",""went"",""onto"",""amazon"",""get"",""tech"",""support"",""hope"",""someth"",""done"",""make"",""thing"",""work"",""also"",""problem"",""oper"",""error"",""well"",""3"",""tech"",""support"",""staff"",""1"",""hr"",""19"",""min"",""phone"",""still"",""t"",""work"",""product"",""test"",""patienc"",""far"",""experi"",""shift"",""mindset"",""go"",""smart"",""home"",""just"",""kick"",""old"",""school"",""reason"",""gave"",""two"",""star"",""amazon"",""will"",""send"",""differ"",""echo"",""plus"",""light"",""bulb"",""problem"",""t"",""bulb"",""pack"",""item"",""purchas"",""anoth"",""bulb"",""still"",""alexa"",""t"",""locat"",""devic"",""pray"",""next"",""attempt"",""success"",""will"",""revis"",""rate"",""odd"",""ship"",""defect"",""echo"",""support"",""person"",""thought"",""mayb"",""explor"",""googl"",""devic"",""t"",""get"",""look"",""hub"",""look"",""like"",""defus"",""t"",""believ"",""t"",""find"",""youtub"",""video"",""show"",""problem"",""everyth"",""look"",""simpl"",""seamless"",""experi"",""ok"",""done"",""review"",""spend"",""enough"",""wast"",""time"",""weekend"",""alreadi""]",0
"[""receiv"",""wrong"",""product"",""excit"",""instal"",""excit"",""gone"",""thank"",""amazon""]",0
"[""need"",""buy"",""100"",""hub"",""get"",""work"",""samsung"",""tv"",""mani"",""devic"",""want"",""money"",""back"",""thing"",""t"",""even"",""turn"",""tv"",""unless"",""buy"",""anoth"",""hub"",""point"",""hub"",""t"",""support"",""half"",""devic"",""t"",""buy"",""thing"",""unless"",""want"",""spend"",""anoth"",""100"",""anoth"",""hub"",""t"",""work"",""mani"",""devic"",""just"",""echo"",""dot"",""must"",""better"",""yet"",""get"",""googl"",""devic"",""actual"",""understand"",""talk""]",0
"[""purchas"",""echo"",""plus"",""built"",""hub"",""came"",""free"",""philip"",""hue"",""bulb"",""got"",""everyth"",""set"",""realiz"",""echo"",""plus"",""hub"",""t"",""allow"",""full"",""function"",""bulb"",""turn"",""light"",""dim"",""will"",""chang"",""color"",""still"",""hue"",""bridg"",""full"",""function"",""featur"",""bulb"",""wish"",""bought"",""bulb"",""bridg"",""separ"",""use"",""echo"",""alreadi"",""sinc"",""built"",""hub"",""echo"",""will"",""essenti"",""useless"",""ll"",""buy"",""hue"",""bridg"",""get"",""full"",""benefit"",""light""]",0
"[""volum"",""set"",""half"",""less"",""speaker"",""sound"",""like"",""someth"",""rattl"",""crackl"",""vibrat"",""understand"",""volum"",""set"",""higher"",""speaker"",""get"",""distort"",""driven"",""t"",""sound"",""like"",""driven"",""case"",""sound"",""like"",""rattl"",""crackl"",""possibl"",""bass"",""high"",""learn"",""abil"",""adjust"",""sound"",""characterist"",""volum"",""will"",""attempt"",""exchang"",""assum"",""just"",""isol"",""problem""]",0
"[""bought"",""t"",""realiz"",""plug"",""just"",""work"",""t"",""conveni"",""make"",""alway"",""connect"",""wall"",""clear"",""bought""]",0
"[""like"",""tell"",""reason"",""hate"",""like"",""speaker"",""suck"",""color"",""shape"",""even"",""way"",""smell"",""honest"",""say"",""number"",""reason"",""hate"",""devic"",""tri"",""set"",""3x"",""now"",""avail"",""4"",""echo"",""devic"",""alreadi"",""set"",""use"",""quit"",""regular"",""reset"",""phone"",""galaxi"",""s8"",""check"",""app"",""updat"",""cycl"",""power"",""echo"",""unit"",""attempt"",""work"",""network"",""technolog"",""industri"",""live"",""20"",""year"",""now"",""lack"",""experi"",""knowledg"",""problem"",""use"",""app"",""devic"",""even"",""tell"",""connect"",""follow"",""app"",""continu"",""set"",""set"",""screen"",""just"",""continu"",""roll"",""3"",""dot"",""around"",""screen"",""5"",""minut"",""app"",""lock"",""phone"",""forc"",""app"",""close"",""restart"",""phone"",""echo"",""tri"",""figur"",""3x"",""enough"",""t"",""hard"",""techi"",""imagin"",""bad"",""will"",""prove"",""peopl"",""clue"",""technolog"",""hope"",""t"",""call"",""ll"",""tell"",""em"",""send"",""product"",""back""]",0
"[""unit"",""came"",""wrong"",""plug"",""will"",""send"",""back"",""amazon""]",0
"[""sound"",""qualiti"",""good"",""especi"",""price"",""pay"",""recommend"",""get"",""echo"",""dot"",""buy"",""better"",""speaker"",""instead"",""mayb"",""sono"",""use"",""echo"",""dot""]",0
"[""will"",""return"",""piec"",""garbag"",""soon"",""possibl"",""lifetim"",""amazon"",""spend"",""approach"",""near"",""40"",""000"",""sure"",""just"",""small"",""custom"",""rare"",""disappoint"",""hundr"",""thousand"",""amazon"",""purchas"",""8"",""echo"",""home"",""autom"",""bought"",""echo"",""plus"",""specif"",""built"",""hub"",""along"",""approxim"",""600"",""zigbe"",""light"",""switch"",""voic"",""control"",""subpar"",""even"",""work"",""rariti"",""often"",""noth"",""disappoint"",""product"",""strong"",""discourag"",""invest"",""amazon"",""zigbe"",""ecosystem"",""valu"",""money"",""expect"",""work"",""product"",""need"",""look"",""elsewher""]",0
"[""t"",""realli"",""work"",""smooth"",""make"",""seem"",""like""]",0
"[""echo"",""great"",""good"",""sound"",""qualiti"",""function"",""smart"",""home"",""hub"",""suck"",""autom"",""geo"",""fenc"",""music"",""sync"",""hue"",""z"",""wave"",""turn"",""thing"",""voic"",""end"",""buy"",""smartth"",""hub"",""transfer"",""everyth""]",0
"[""got"",""month"",""ago"",""idea"",""will"",""help"",""control"",""smart"",""bulb"",""use"",""answer"",""question"",""get"",""daili"",""weather"",""updat"",""far"",""use"",""half"",""time"",""wake"",""devic"",""ask"",""question"",""initi"",""command"",""t"",""hear"",""say"",""turn"",""basic"",""ignor"",""often"",""unabl"",""answer"",""basic"",""question"",""frustrat"",""alexa"",""work"",""rather"",""make"",""life"",""easier"",""return"",""past"",""return"",""period"",""zzzz""]",0
"[""much"",""difficult"",""use"",""chromecast""]",0
"[""fast"",""load"",""keep"",""reboot"",""middl"",""show""]",0
"[""just"",""think"",""darn"",""confus"",""part"",""tri"",""just"",""t"",""work"",""just"",""t"",""like"",""thought""]",0
"[""will"",""never"",""buy"",""anyth"",""amazon"",""make"",""fire"",""stick"",""even"",""year"",""old"",""noth"",""restart"",""freez"",""constant"",""warranti"",""amazon"",""first"",""clue"",""horribl"",""devic"",""will"",""never"",""buy"",""anyth"",""built"",""amazon""]",0
"[""love"",""start"",""june"",""hulu"",""stop"",""work"",""crunchyrol"",""t"",""work"",""either"",""probabl"",""will"",""switch"",""someth"",""els"",""soon""]",0
"[""still"",""t"",""work"",""bet"",""call"",""know"",""will"",""charg"",""3rd"",""time"",""ridicul""]",0
"[""veri"",""unhappi"",""firestick"",""everi"",""time"",""chang"",""program"",""channel"",""within"",""program"",""veri"",""long"",""delay"",""2"",""roku"",""work"",""just"",""fine"",""veri"",""quick""]",0
"[""return"",""hulu"",""work"",""devic"",""kept"",""come"",""error"",""hulu"",""app"",""abl"",""open"",""time"",""hit"",""miss"",""time"",""hulu"",""will"",""stop"",""work"",""right"",""middl"",""show"",""movi"",""plus"",""fire"",""stick"",""veri"",""slow"",""open"",""app""]",0
"[""firestick"",""sent"",""t"",""work"",""voic"",""remot"",""t"",""even"",""turn"",""troubleshoot"",""step"",""t"",""work"",""contact"",""amazon"",""sent"",""us"",""new"",""one"",""remot"",""way"",""control"",""gave"",""got"",""roku"",""work"",""great""]",0
"[""old"",""amazon"",""fire"",""stick"",""kept"",""crash"",""use"",""sling"",""tv"",""bought"",""one"",""think"",""old"",""one"",""defect"",""one"",""thing"",""go"",""back"",""sling"",""start"",""left"",""program""]",0
"[""order"",""2"",""deal"",""day"",""1"",""t"",""work"",""2"",""nd"",""just"",""went"",""2"",""day""]",0
"[""t"",""like"",""load"",""hulu"",""account"",""also"",""veri"",""slow"",""know"",""internet"",""connect"",""xbox"",""one"",""work"",""just"",""fine"",""fire"",""tv"",""stick"",""take"",""forev"",""load"",""anyth""]",0
"[""constant"",""buffer"",""point"",""t"",""watch"",""anyth"",""without"",""interrupt"",""purchas"",""prime"",""day"",""plus"",""use"",""reward"",""pay"",""end"",""paid"",""next"",""noth"",""paid"",""full"",""price"",""might"",""want"",""money"",""back"",""stop"",""tri"",""use"",""went"",""back"",""old"",""stream"",""devic"",""know"",""internet"",""servic"",""issu"",""problem"",""devic"",""stream""]",0
"[""t"",""like"",""goe"",""sleep"",""mode"",""20"",""30"",""minut"",""inact"",""t"",""wake"",""fire"",""tv"",""finish"",""watch"",""show""]",0
"[""like"",""day"",""year"",""longer"",""work"",""power"",""go"",""past"",""firestick"",""logo"",""tv"",""bought"",""second"",""one"",""will"",""buy"",""third"",""one"",""t"",""last"",""longer""]",0
"[""t"",""show"",""noth""]",0
"[""veri"",""disappoint"",""mandatori"",""upgrad"",""final"",""got"",""done"",""upload"",""lost"",""local"",""charlott"",""nc"",""channel"",""pur"",""news"",""weather"",""also"",""cbs"",""nbc"",""abc"",""2"",""day"",""later"",""amazon"",""day"",""discount"",""just"",""order""]",0
"[""garbag"",""even"",""tri"",""watch"",""amazon"",""prime"",""video"",""piec"",""garbag"",""loos"",""internet"",""connect"",""half"",""way"",""thru"",""show"",""cheapest"",""roku"",""work"",""100"",""time"",""better"",""wast"",""time"",""money"",""piec"",""garbag""]",0
"[""recommend"",""anyon"",""t"",""load"",""netflix"",""rare"",""occas"",""t"",""run"",""program"",""way"",""thru"",""tell"",""unabl"",""process"",""titl"",""time"",""tri"",""later"",""netflix"",""site"",""caus"",""stream"",""just"",""fine"",""comput"",""firestick"",""veri"",""disappoint""]",0
"[""las"",""pelicula"",""tien"",""o"",""se"",""pueden"",""cambiar"",""espanol"",""o"",""titulo"",""en"",""espanol""]",0
"[""excit"",""tri"",""new"",""element"",""tv"",""unfortun"",""even"",""though"",""tv"",""5"",""feet"",""away"",""router"",""get"",""madden"",""disconnect"",""buffer"",""thought"",""littl"",""devic"",""suppos"",""take"",""care"",""issu"",""t""]",0
"[""menu"",""t"",""work"",""say"",""t"",""connect"",""amazon"",""network""]",0
"[""love"",""remot"",""wasnt"",""spend"",""much"",""money"",""replac"",""batteri"",""upset"",""spent"",""money"",""great"",""devic"",""batteri"",""last""]",0
"[""purchas"",""use"",""road"",""semi"",""work"",""applic""]",0
"[""seem"",""work"",""ok"",""youtub"",""tv"",""realli"",""t"",""believ"",""ban"",""app"",""mani"",""peopl"",""want"",""use"",""realli"",""want"",""like"",""t"",""instal"",""particular"",""app"",""becam"",""almost"",""useless"",""almost"",""stuff"",""just"",""fine"",""ll"",""stick"",""roku""]",0
"[""quit"",""disappoint"",""product"",""clear"",""bug"",""half"",""time"",""ask"",""newsflash"",""two"",""second"",""start"",""whole"",""thing"",""stop"",""reboot"",""coupl"",""minut"",""goe"",""ask"",""play"",""radio"",""also"",""mani"",""time"",""get"",""confus"",""ask"",""switch"",""34"",""light"",""34"",""item"",""also"",""name"",""true"",""clear"",""ai"",""natur"",""languag"",""veri"",""beta"",""stage"",""still"",""impress""]",0
"[""nope"",""still"",""lot"",""improv"",""thing"",""ask"",""say"",""hmmmm"",""dont"",""know""]",0
"[""reach"",""amazon"",""devic"",""want"",""sync"",""phone"",""number"",""allow"",""said"",""number"",""alreadi"",""use"",""custom"",""servic"",""t"",""help"",""basic"",""told"",""contact"",""sprint"",""assist"",""echo"",""bare"",""minimum"",""without"",""access"",""phone"",""set"",""kind"",""pointless"",""pay""]",0
"[""t"",""like"",""almost"",""everytim"",""ask"",""alexa"",""question"",""say"",""dont"",""know"",""havent"",""learn""]",0
"[""volum"",""veri"",""low""]",0
"[""cheap"",""cheap"",""sound""]",0
"[""price"",""product"",""nice"",""qualiti"",""nice"",""featur"",""definit"",""complaint"",""reason"",""gave"",""3"",""star"",""echo"",""dot"",""thought"",""go"",""may"",""just"",""buyer"",""error"",""first"",""t"",""know"",""product"",""plug"",""time"",""work"",""realli"",""t"",""like"",""stand"",""alon"",""devic"",""also"",""speaker"",""veri"",""loud"",""buy"",""bluetooth"",""speaker"",""t"",""last"",""sure"",""echo"",""dot"",""lot"",""t"",""quit"",""figur"",""use"",""fulli"",""just"",""kind"",""seem"",""like"",""unnecessari"",""devic"",""plus"",""set"",""aw"",""definit"",""save"",""money"",""buy"",""nicer"",""one"",""actual"",""alexa""]",0
"[""use"",""twice"",""work""]",0
"[""devic"",""interact"",""home"",""fill"",""appl"",""devic"",""disappoint""]",0
"[""happi"",""speaker"",""t"",""great"",""reason"",""lot"",""time"",""play"",""music"",""will"",""start"",""make"",""weird"",""nois"",""just"",""stop"",""son"",""googl"",""home"",""much"",""better""]",0
"[""think"",""realli"",""t"",""much"",""play"",""music"",""answer"",""stupid"",""question"",""final"",""abl"",""hook"",""thermostat"",""see"",""price"",""drop"",""like"",""rock""]",0
"[""work"",""well"",""6"",""month"",""stop"",""connect"",""internet"",""wifi"",""none"",""troubl"",""shoot"",""effort"",""work"",""amazon"",""custom"",""servic"",""t"",""help"",""told"",""warranti"",""3"",""month"",""veri"",""disappoint"",""t"",""will"",""replac""]",0
"[""ask"",""play"",""motown"",""radio"",""pandora"",""keep"",""ask"",""want"",""add"",""salsa"",""station"",""motown"",""t"",""close"",""salsa"",""phonet""]",0
"[""sound"",""terribl"",""pair"",""echo"",""play"",""simultan"",""must"",""upgrad"",""amazon"",""music"",""want"",""play"",""one"",""devic"",""time""]",0
"[""real"",""difficulti"",""work"",""echo"",""dot"",""alexi"",""veri"",""smart"",""9"",""10"",""question"",""ask"",""get"",""34"",""sure"",""34"",""half"",""time"",""still"",""ask"",""question"",""alexi"",""say"",""34"",""sure"",""34"",""music"",""great"",""work"",""well"",""far"",""veri"",""frustrat"",""experi""]",0
"[""realli"",""happi"",""origin"",""echo"",""thought"",""get"",""echo"",""dot"",""use"",""bedroom"",""realli"",""disappoint"",""audio"",""qualiti"",""connect"",""extern"",""speaker"",""via"",""bluetooth"",""audio"",""much"",""better"",""start"",""problem"",""loos"",""connect"",""wifi"",""presum"",""due"",""interfer"",""bluetooth"",""connect"",""speaker"",""via"",""auxiliari"",""jack"",""auxiliari"",""jack"",""pick"",""interfer"",""wifi"",""woken"",""middl"",""night"",""horribl"",""buzz"",""sound"",""im"",""hope"",""amazon"",""will"",""take"",""thing"",""back"",""give"",""good"",""deal"",""echo"",""spot"",""hope"",""will"",""better"",""nightstand"",""devic""]",0
"[""weak"",""sound"",""compar"",""googl"",""home"",""mini"",""sound"",""bad"",""also"",""need"",""prime"",""small"",""select"",""music"",""need"",""prime"",""music"",""play"",""everyth"",""also"",""get"",""two"",""need"",""prime"",""famili"",""music"",""play"",""music"",""think"",""lame"",""need"",""famili"",""plan"",""use"",""multipl"",""devic""]",0
"[""echo"",""dot"",""respond"",""us"",""t"",""even"",""talk"",""unplug"",""feel"",""like"",""34"",""spi"",""34"",""us""]",0
"[""connect"",""phone"",""playlist""]",0
"[""negat"",""product"",""terribl"",""sound"",""qualiti"",""massiv"",""differ"",""alexa"",""us"",""big"",""reason"",""want"",""purchas"",""t"",""buy"",""anoth"",""speaker"",""sound"",""qualiti"",""improv""]",0
"[""t"",""order""]",0
"[""product"",""sound"",""emoji"",""speaker"",""five"",""sister"",""even"",""one"",""bluetooth"",""t"",""need"",""plug"",""good"",""thing"",""speak""]",0
"[""quit"",""disappoint"",""product"",""clear"",""bug"",""half"",""time"",""ask"",""newsflash"",""two"",""second"",""start"",""whole"",""thing"",""stop"",""reboot"",""coupl"",""minut"",""goe"",""ask"",""play"",""radio"",""also"",""mani"",""time"",""get"",""confus"",""ask"",""switch"",""34"",""light"",""34"",""item"",""also"",""name"",""true"",""clear"",""ai"",""natur"",""languag"",""veri"",""beta"",""stage"",""still"",""impress""]",0
"[""nope"",""still"",""lot"",""improv"",""thing"",""ask"",""say"",""hmmmm"",""dont"",""know""]",0
"[""reach"",""amazon"",""devic"",""want"",""sync"",""phone"",""number"",""allow"",""said"",""number"",""alreadi"",""use"",""custom"",""servic"",""t"",""help"",""basic"",""told"",""contact"",""sprint"",""assist"",""echo"",""bare"",""minimum"",""without"",""access"",""phone"",""set"",""kind"",""pointless"",""pay""]",0
"[""t"",""like"",""almost"",""everytim"",""ask"",""alexa"",""question"",""say"",""dont"",""know"",""havent"",""learn""]",0
"[""volum"",""veri"",""low""]",0
"[""cheap"",""cheap"",""sound""]",0
"[""price"",""product"",""nice"",""qualiti"",""nice"",""featur"",""definit"",""complaint"",""reason"",""gave"",""3"",""star"",""echo"",""dot"",""thought"",""go"",""may"",""just"",""buyer"",""error"",""first"",""t"",""know"",""product"",""plug"",""time"",""work"",""realli"",""t"",""like"",""stand"",""alon"",""devic"",""also"",""speaker"",""veri"",""loud"",""buy"",""bluetooth"",""speaker"",""t"",""last"",""sure"",""echo"",""dot"",""lot"",""t"",""quit"",""figur"",""use"",""fulli"",""just"",""kind"",""seem"",""like"",""unnecessari"",""devic"",""plus"",""set"",""aw"",""definit"",""save"",""money"",""buy"",""nicer"",""one"",""actual"",""alexa""]",0
"[""use"",""twice"",""work""]",0
"[""devic"",""interact"",""home"",""fill"",""appl"",""devic"",""disappoint""]",0
"[""happi"",""speaker"",""t"",""great"",""reason"",""lot"",""time"",""play"",""music"",""will"",""start"",""make"",""weird"",""nois"",""just"",""stop"",""son"",""googl"",""home"",""much"",""better""]",0
"[""think"",""realli"",""t"",""much"",""play"",""music"",""answer"",""stupid"",""question"",""final"",""abl"",""hook"",""thermostat"",""see"",""price"",""drop"",""like"",""rock""]",0
"[""work"",""well"",""6"",""month"",""stop"",""connect"",""internet"",""wifi"",""none"",""troubl"",""shoot"",""effort"",""work"",""amazon"",""custom"",""servic"",""t"",""help"",""told"",""warranti"",""3"",""month"",""veri"",""disappoint"",""t"",""will"",""replac""]",0
"[""ask"",""play"",""motown"",""radio"",""pandora"",""keep"",""ask"",""want"",""add"",""salsa"",""station"",""motown"",""t"",""close"",""salsa"",""phonet""]",0
"[""sound"",""terribl"",""pair"",""echo"",""play"",""simultan"",""must"",""upgrad"",""amazon"",""music"",""want"",""play"",""one"",""devic"",""time""]",0
"[""time"",""alexa"",""littl"",""34"",""thick"",""34"",""most"",""good""]",1
"[""love"",""t"",""know"",""took"",""long"",""get"",""one"",""t"",""know"",""t"",""get"",""two"",""amazon"",""prime"",""day""]",1
"[""date"",""news""]",1
"[""work"",""like"",""champ""]",1
"[""clear"",""sound"",""great"",""alarm"",""clock"",""play"",""music"",""els"",""ask"",""oh"",""yeah"",""order"",""need""]",1
"[""love"",""use"",""cell"",""phone"",""call"",""echo"",""dot"",""also"",""use"",""echo"",""dot"",""intercom""]",1
"[""love"",""just"",""like"",""4""]",1
"[""great"",""price"",""love"",""echo"",""dot""]",1
"[""excel"",""bought"",""anoth"",""one"",""yesterday""]",1
"[""work"",""great""]",1
"[""love"",""daughter"",""enjoy"",""tell"",""alexa"",""haha""]",1
"[""purchas"",""discount"",""prime"",""day"",""insert"",""portabl"",""bluetooth"",""speaker"",""made"",""specif"",""work"",""echo"",""dot"",""work"",""great"",""love"",""now"",""bring"",""alexa"",""onto"",""patio"",""most"",""use"",""music"",""3rd"",""echo"",""product"",""love""]",1
"[""just"",""got"",""third"",""one"",""love""]",1
"[""eas"",""instal""]",1
"[""un"",""excelent"",""equipo"",""inteligent"",""al"",""estar"",""conectado"",""al"",""internet"",""nos"",""prove"",""de"",""multipl"",""funcion"",""tale"",""como"",""el"",""tiempo"",""hora"",""informacion"",""de"",""cualquier"",""estudio"",""que"",""est"",""realizando"",""atra"",""vez"",""del"",""internet""]",1
"[""love"",""product"",""far"",""thing"",""set"",""timer"",""remind"",""play"",""music"",""game"",""t"",""like"",""get"",""full"",""enjoy"",""purchas"",""mani"",""thing"",""also"",""veri"",""difficult"",""set"",""direct"",""made"",""sound"",""simpl"",""one"",""two"",""three"",""forgot"",""step"",""four"",""five"",""six"",""almost"",""readi"",""send"",""back"",""app"",""extrem"",""slow"",""took"",""hour"",""get"",""thing"",""set"",""howev"",""depend"",""go"",""use"",""think"",""ok"",""item""]",1
"[""love"",""echo"",""dot"",""amax""]",1
"[""like"",""use"",""listen"",""podcast"",""like"",""set"",""greet"",""morn"",""tell"",""new"",""one"",""thing"",""t"",""like"",""get"",""recogn"",""radio"",""station"",""want"",""listen"",""final"",""got"",""work"",""work"",""bug""]",1
"[""just"",""like"",""big"",""sister"",""echo"",""smaller"",""slight"",""less"",""audio"",""fidel"",""much"",""lower"",""price"",""amazon"",""prime"",""day"",""use"",""anoth"",""room"",""add"",""alexa"",""addit"",""room""]",1
"[""everyth"",""big"",""guy""]",1
"[""great"",""product"",""understand"",""accent""]",1
"[""love"",""t"",""stop"",""use""]",1
"[""realli"",""like"",""avail"",""get"",""instant"",""music"",""throughout"",""hous""]",1
"[""veri"",""handi"",""kitchen"",""set"",""timer"",""give"",""extra"",""help"",""set"",""oven"",""temp""]",1
"[""cool"",""littl"",""speaker"",""love"",""alarm"",""connect"",""speaker"",""sound"",""great""]",1
"[""great"",""tool"",""help"",""inform""]",1
"[""awesom"",""piec"",""technolog"",""simplifi"",""life"",""great"",""purchas""]",1
"[""jump"",""bandwagon"",""purchas"",""echo"",""feel"",""like"",""struggl"",""get"",""connect"",""three"",""day"",""later"",""devic"",""share"",""news"",""weather"",""now"",""use"",""tap"",""option"",""still"",""test""]",1
"[""love"",""alexa"",""love"",""echo"",""dot"",""troubl"",""speaker"",""use"",""intercom""]",1
"[""love"",""now"",""find"",""correct"",""smart"",""link"",""plug"",""connect""]",1
"[""work"",""pretti"",""well""]",1
"[""still"",""learn""]",1
"[""realli"",""love"",""echo"",""dot"",""get"",""question"",""answer"",""right"",""away"",""play"",""music"",""think""]",1
"[""usual"",""reliabl"",""alexa""]",1
"[""speaker"",""better"",""qualti""]",1
